pokemon_id,pokemon_name,form_name,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
325,spoink,spoink,60,25,35,70,80,60,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/325,325,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
326,grumpig,grumpig,80,45,65,90,110,80,470,PokéAPI,https://pokeapi.co/api/v2/pokemon/326,326,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
327,spinda,spinda,60,60,60,60,60,60,360,PokéAPI,https://pokeapi.co/api/v2/pokemon/327,327,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
328,trapinch,trapinch,45,100,45,45,45,10,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/328,328,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
329,vibrava,vibrava,50,70,50,50,50,70,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/329,329,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
330,flygon,flygon,80,100,80,80,80,100,520,PokéAPI,https://pokeapi.co/api/v2/pokemon/330,330,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
331,cacnea,cacnea,50,85,40,85,40,35,335,PokéAPI,https://pokeapi.co/api/v2/pokemon/331,331,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
332,cacturne,cacturne,70,115,60,115,60,55,475,PokéAPI,https://pokeapi.co/api/v2/pokemon/332,332,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
333,swablu,swablu,45,40,60,40,75,50,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/333,333,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
334,altaria,altaria,75,70,90,70,105,80,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/334,334,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
335,zangoose,zangoose,73,115,60,60,60,90,458,PokéAPI,https://pokeapi.co/api/v2/pokemon/335,335,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
336,seviper,seviper,73,100,60,100,60,65,458,PokéAPI,https://pokeapi.co/api/v2/pokemon/336,336,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
337,lunatone,lunatone,90,55,65,95,85,70,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/337,337,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
338,solrock,solrock,90,95,85,55,65,70,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/338,338,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
339,barboach,barboach,50,48,43,46,41,60,288,PokéAPI,https://pokeapi.co/api/v2/pokemon/339,339,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
340,whiscash,whiscash,110,78,73,76,71,60,468,PokéAPI,https://pokeapi.co/api/v2/pokemon/340,340,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
341,corphish,corphish,43,80,65,50,35,35,308,PokéAPI,https://pokeapi.co/api/v2/pokemon/341,341,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
342,crawdaunt,crawdaunt,63,120,85,90,55,55,468,PokéAPI,https://pokeapi.co/api/v2/pokemon/342,342,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
343,baltoy,baltoy,40,40,55,40,70,55,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/343,343,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
344,claydol,claydol,60,70,105,70,120,75,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/344,344,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
345,lileep,lileep,66,41,77,61,87,23,355,PokéAPI,https://pokeapi.co/api/v2/pokemon/345,345,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
346,cradily,cradily,86,81,97,81,107,43,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/346,346,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
347,anorith,anorith,45,95,50,40,50,75,355,PokéAPI,https://pokeapi.co/api/v2/pokemon/347,347,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
348,armaldo,armaldo,75,125,100,70,80,45,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/348,348,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
349,feebas,feebas,20,15,20,10,55,80,200,PokéAPI,https://pokeapi.co/api/v2/pokemon/349,349,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
350,milotic,milotic,95,60,79,100,125,81,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/350,350,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
351,castform,castform,70,70,70,70,70,70,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/351,351,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
352,kecleon,kecleon,60,90,70,60,120,40,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/352,352,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
353,shuppet,shuppet,44,75,35,63,33,45,295,PokéAPI,https://pokeapi.co/api/v2/pokemon/353,353,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
354,banette,banette,64,115,65,83,63,65,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/354,354,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
355,duskull,duskull,20,40,90,30,90,25,295,PokéAPI,https://pokeapi.co/api/v2/pokemon/355,355,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
356,dusclops,dusclops,40,70,130,60,130,25,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/356,356,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
357,tropius,tropius,99,68,83,72,87,51,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/357,357,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
358,chimecho,chimecho,75,50,80,95,90,65,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/358,358,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
359,absol,absol,65,130,60,75,60,75,465,PokéAPI,https://pokeapi.co/api/v2/pokemon/359,359,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
360,wynaut,wynaut,95,23,48,23,48,23,260,PokéAPI,https://pokeapi.co/api/v2/pokemon/360,360,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
361,snorunt,snorunt,50,50,50,50,50,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/361,361,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
362,glalie,glalie,80,80,80,80,80,80,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/362,362,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
363,spheal,spheal,70,40,50,55,50,25,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/363,363,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
364,sealeo,sealeo,90,60,70,75,70,45,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/364,364,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
365,walrein,walrein,110,80,90,95,90,65,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/365,365,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
366,clamperl,clamperl,35,64,85,74,55,32,345,PokéAPI,https://pokeapi.co/api/v2/pokemon/366,366,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
367,huntail,huntail,55,104,105,94,75,52,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/367,367,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
368,gorebyss,gorebyss,55,84,105,114,75,52,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/368,368,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
369,relicanth,relicanth,100,90,130,45,65,55,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/369,369,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
370,luvdisc,luvdisc,43,30,55,40,65,97,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/370,370,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
371,bagon,bagon,45,75,60,40,30,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/371,371,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
372,shelgon,shelgon,65,95,100,60,50,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/372,372,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
373,salamence,salamence,95,135,80,110,80,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/373,373,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
374,beldum,beldum,40,55,80,35,60,30,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/374,374,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
375,metang,metang,60,75,100,55,80,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/375,375,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
376,metagross,metagross,80,135,130,95,90,70,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/376,376,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
377,regirock,regirock,80,100,200,50,100,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/377,377,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
378,regice,regice,80,50,100,100,200,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/378,378,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
379,registeel,registeel,80,75,150,75,150,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/379,379,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
380,latias,latias,80,80,90,110,130,110,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/380,380,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
381,latios,latios,80,90,80,130,110,110,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/381,381,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
382,kyogre,kyogre,100,100,90,150,140,90,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/382,382,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
383,groudon,groudon,100,150,140,100,90,90,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/383,383,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
384,rayquaza,rayquaza,105,150,90,150,90,95,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/384,384,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
385,jirachi,jirachi,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/385,385,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
386,deoxys-normal,deoxys-normal,50,150,50,150,50,150,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/386,386,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
387,turtwig,turtwig,55,68,64,45,55,31,318,PokéAPI,https://pokeapi.co/api/v2/pokemon/387,387,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
388,grotle,grotle,75,89,85,55,65,36,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/388,388,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
389,torterra,torterra,95,109,105,75,85,56,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/389,389,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
390,chimchar,chimchar,44,58,44,58,44,61,309,PokéAPI,https://pokeapi.co/api/v2/pokemon/390,390,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
391,monferno,monferno,64,78,52,78,52,81,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/391,391,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
392,infernape,infernape,76,104,71,104,71,108,534,PokéAPI,https://pokeapi.co/api/v2/pokemon/392,392,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
393,piplup,piplup,53,51,53,61,56,40,314,PokéAPI,https://pokeapi.co/api/v2/pokemon/393,393,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
394,prinplup,prinplup,64,66,68,81,76,50,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/394,394,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
395,empoleon,empoleon,84,86,88,111,101,60,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/395,395,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
396,starly,starly,40,55,30,30,30,60,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/396,396,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
397,staravia,staravia,55,75,50,40,40,80,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/397,397,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
398,staraptor,staraptor,85,120,70,50,60,100,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/398,398,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
399,bidoof,bidoof,59,45,40,35,40,31,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/399,399,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
400,bibarel,bibarel,79,85,60,55,60,71,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/400,400,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
401,kricketot,kricketot,37,25,41,25,41,25,194,PokéAPI,https://pokeapi.co/api/v2/pokemon/401,401,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
402,kricketune,kricketune,77,85,51,55,51,65,384,PokéAPI,https://pokeapi.co/api/v2/pokemon/402,402,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
403,shinx,shinx,45,65,34,40,34,45,263,PokéAPI,https://pokeapi.co/api/v2/pokemon/403,403,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
404,luxio,luxio,60,85,49,60,49,60,363,PokéAPI,https://pokeapi.co/api/v2/pokemon/404,404,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
405,luxray,luxray,80,120,79,95,79,70,523,PokéAPI,https://pokeapi.co/api/v2/pokemon/405,405,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
406,budew,budew,40,30,35,50,70,55,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/406,406,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
407,roserade,roserade,60,70,65,125,105,90,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/407,407,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
408,cranidos,cranidos,67,125,40,30,30,58,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/408,408,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
409,rampardos,rampardos,97,165,60,65,50,58,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/409,409,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
410,shieldon,shieldon,30,42,118,42,88,30,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/410,410,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
411,bastiodon,bastiodon,60,52,168,47,138,30,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/411,411,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
412,burmy,burmy,40,29,45,29,45,36,224,PokéAPI,https://pokeapi.co/api/v2/pokemon/412,412,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
413,wormadam-plant,wormadam-plant,60,59,85,79,105,36,424,PokéAPI,https://pokeapi.co/api/v2/pokemon/413,413,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
414,mothim,mothim,70,94,50,94,50,66,424,PokéAPI,https://pokeapi.co/api/v2/pokemon/414,414,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
415,combee,combee,30,30,42,30,42,70,244,PokéAPI,https://pokeapi.co/api/v2/pokemon/415,415,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
416,vespiquen,vespiquen,70,80,102,80,102,40,474,PokéAPI,https://pokeapi.co/api/v2/pokemon/416,416,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
417,pachirisu,pachirisu,60,45,70,45,90,95,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/417,417,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
418,buizel,buizel,55,65,35,60,30,85,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/418,418,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
419,floatzel,floatzel,85,105,55,85,50,115,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/419,419,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
420,cherubi,cherubi,45,35,45,62,53,35,275,PokéAPI,https://pokeapi.co/api/v2/pokemon/420,420,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
421,cherrim,cherrim,70,60,70,87,78,85,450,PokéAPI,https://pokeapi.co/api/v2/pokemon/421,421,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
422,shellos,shellos,76,48,48,57,62,34,325,PokéAPI,https://pokeapi.co/api/v2/pokemon/422,422,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
423,gastrodon,gastrodon,111,83,68,92,82,39,475,PokéAPI,https://pokeapi.co/api/v2/pokemon/423,423,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
424,ambipom,ambipom,75,100,66,60,66,115,482,PokéAPI,https://pokeapi.co/api/v2/pokemon/424,424,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
425,drifloon,drifloon,90,50,34,60,44,70,348,PokéAPI,https://pokeapi.co/api/v2/pokemon/425,425,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
426,drifblim,drifblim,150,80,44,90,54,80,498,PokéAPI,https://pokeapi.co/api/v2/pokemon/426,426,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
427,buneary,buneary,55,66,44,44,56,85,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/427,427,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
428,lopunny,lopunny,65,76,84,54,96,105,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/428,428,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
429,mismagius,mismagius,60,60,60,105,105,105,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/429,429,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
430,honchkrow,honchkrow,100,125,52,105,52,71,505,PokéAPI,https://pokeapi.co/api/v2/pokemon/430,430,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
431,glameow,glameow,49,55,42,42,37,85,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/431,431,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
432,purugly,purugly,71,82,64,64,59,112,452,PokéAPI,https://pokeapi.co/api/v2/pokemon/432,432,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
433,chingling,chingling,45,30,50,65,50,45,285,PokéAPI,https://pokeapi.co/api/v2/pokemon/433,433,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
434,stunky,stunky,63,63,47,41,41,74,329,PokéAPI,https://pokeapi.co/api/v2/pokemon/434,434,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
435,skuntank,skuntank,103,93,67,71,61,84,479,PokéAPI,https://pokeapi.co/api/v2/pokemon/435,435,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
436,bronzor,bronzor,57,24,86,24,86,23,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/436,436,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
437,bronzong,bronzong,67,89,116,79,116,33,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/437,437,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
438,bonsly,bonsly,50,80,95,10,45,10,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/438,438,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
439,mime-jr,mime-jr,20,25,45,70,90,60,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/439,439,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
440,happiny,happiny,100,5,5,15,65,30,220,PokéAPI,https://pokeapi.co/api/v2/pokemon/440,440,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
441,chatot,chatot,76,65,45,92,42,91,411,PokéAPI,https://pokeapi.co/api/v2/pokemon/441,441,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
442,spiritomb,spiritomb,50,92,108,92,108,35,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/442,442,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
443,gible,gible,58,70,45,40,45,42,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/443,443,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
444,gabite,gabite,68,90,65,50,55,82,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/444,444,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
445,garchomp,garchomp,108,130,95,80,85,102,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/445,445,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
446,munchlax,munchlax,135,85,40,40,85,5,390,PokéAPI,https://pokeapi.co/api/v2/pokemon/446,446,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
447,riolu,riolu,40,70,40,35,40,60,285,PokéAPI,https://pokeapi.co/api/v2/pokemon/447,447,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
448,lucario,lucario,70,110,70,115,70,90,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/448,448,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
449,hippopotas,hippopotas,68,72,78,38,42,32,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/449,449,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
450,hippowdon,hippowdon,108,112,118,68,72,47,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/450,450,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
451,skorupi,skorupi,40,50,90,30,55,65,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/451,451,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
452,drapion,drapion,70,90,110,60,75,95,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/452,452,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
453,croagunk,croagunk,48,61,40,61,40,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/453,453,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
454,toxicroak,toxicroak,83,106,65,86,65,85,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/454,454,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
455,carnivine,carnivine,74,100,72,90,72,46,454,PokéAPI,https://pokeapi.co/api/v2/pokemon/455,455,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
456,finneon,finneon,49,49,56,49,61,66,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/456,456,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
457,lumineon,lumineon,69,69,76,69,86,91,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/457,457,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
458,mantyke,mantyke,45,20,50,60,120,50,345,PokéAPI,https://pokeapi.co/api/v2/pokemon/458,458,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
459,snover,snover,60,62,50,62,60,40,334,PokéAPI,https://pokeapi.co/api/v2/pokemon/459,459,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
460,abomasnow,abomasnow,90,92,75,92,85,60,494,PokéAPI,https://pokeapi.co/api/v2/pokemon/460,460,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
461,weavile,weavile,70,120,65,45,85,125,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/461,461,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
462,magnezone,magnezone,70,70,115,130,90,60,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/462,462,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
463,lickilicky,lickilicky,110,85,95,80,95,50,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/463,463,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
464,rhyperior,rhyperior,115,140,130,55,55,40,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/464,464,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
465,tangrowth,tangrowth,100,100,125,110,50,50,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/465,465,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
466,electivire,electivire,75,123,67,95,85,95,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/466,466,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
467,magmortar,magmortar,75,95,67,125,95,83,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/467,467,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
468,togekiss,togekiss,85,50,95,120,115,80,545,PokéAPI,https://pokeapi.co/api/v2/pokemon/468,468,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
469,yanmega,yanmega,86,76,86,116,56,95,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/469,469,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
470,leafeon,leafeon,65,110,130,60,65,95,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/470,470,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
471,glaceon,glaceon,65,60,110,130,95,65,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/471,471,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
472,gliscor,gliscor,75,95,125,45,75,95,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/472,472,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
473,mamoswine,mamoswine,110,130,80,70,60,80,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/473,473,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
474,porygon-z,porygon-z,85,80,70,135,75,90,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/474,474,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
475,gallade,gallade,68,125,65,65,115,80,518,PokéAPI,https://pokeapi.co/api/v2/pokemon/475,475,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
476,probopass,probopass,60,55,145,75,150,40,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/476,476,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
477,dusknoir,dusknoir,45,100,135,65,135,45,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/477,477,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
478,froslass,froslass,70,80,70,80,70,110,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/478,478,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
479,rotom,rotom,50,50,77,95,77,91,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/479,479,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
480,uxie,uxie,75,75,130,75,130,95,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/480,480,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
481,mesprit,mesprit,80,105,105,105,105,80,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/481,481,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
482,azelf,azelf,75,125,70,125,70,115,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/482,482,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
483,dialga,dialga,100,120,120,150,100,90,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/483,483,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
484,palkia,palkia,90,120,100,150,120,100,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/484,484,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
485,heatran,heatran,91,90,106,130,106,77,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/485,485,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
486,regigigas,regigigas,110,160,110,80,110,100,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/486,486,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
487,giratina-altered,giratina-altered,150,100,120,100,120,90,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/487,487,2026-07-18T17:07:15.810601+00:00,0.0.0-dev
